change_value,runtime,num_coins,n,coins,denominations
7719,3.29E-05,132,7,"[1, 1, 0, 1, 1, 0, 128]","[1, 2, 6, 12, 24, 48, 60]"
7762,4.01E-05,133,7,"[0, 2, 1, 1, 0, 0, 129]","[1, 2, 6, 12, 24, 48, 60]"
7805,2.91E-05,133,7,"[1, 2, 0, 0, 0, 0, 130]","[1, 2, 6, 12, 24, 48, 60]"
7848,4.20E-05,131,7,"[0, 0, 0, 0, 0, 1, 130]","[1, 2, 6, 12, 24, 48, 60]"
7891,4.01E-05,134,7,"[1, 0, 1, 0, 1, 0, 131]","[1, 2, 6, 12, 24, 48, 60]"
7934,2.81E-05,134,7,"[0, 1, 0, 1, 0, 0, 132]","[1, 2, 6, 12, 24, 48, 60]"
7977,2.91E-05,136,7,"[1, 1, 1, 0, 0, 1, 132]","[1, 2, 6, 12, 24, 48, 60]"
8020,4.20E-05,137,7,"[0, 2, 0, 1, 1, 0, 133]","[1, 2, 6, 12, 24, 48, 60]"
8063,2.91E-05,139,7,"[1, 2, 1, 1, 0, 0, 134]","[1, 2, 6, 12, 24, 48, 60]"
8106,2.69E-05,136,7,"[0, 0, 1, 0, 0, 0, 135]","[1, 2, 6, 12, 24, 48, 60]"
8149,2.88E-05,137,7,"[1, 0, 0, 0, 0, 1, 135]","[1, 2, 6, 12, 24, 48, 60]"
8192,3.00E-05,139,7,"[0, 1, 1, 0, 1, 0, 136]","[1, 2, 6, 12, 24, 48, 60]"
8235,4.41E-05,140,7,"[1, 1, 0, 1, 0, 0, 137]","[1, 2, 6, 12, 24, 48, 60]"
8278,2.81E-05,141,7,"[0, 2, 1, 0, 0, 1, 137]","[1, 2, 6, 12, 24, 48, 60]"
8321,4.20E-05,143,7,"[1, 2, 0, 1, 1, 0, 138]","[1, 2, 6, 12, 24, 48, 60]"
8364,2.88E-05,140,7,"[0, 0, 0, 0, 1, 0, 139]","[1, 2, 6, 12, 24, 48, 60]"
8407,3.00E-05,142,7,"[1, 0, 1, 0, 0, 0, 140]","[1, 2, 6, 12, 24, 48, 60]"
8450,3.50E-05,142,7,"[0, 1, 0, 0, 0, 1, 140]","[1, 2, 6, 12, 24, 48, 60]"
8493,3.50E-05,145,7,"[1, 1, 1, 0, 1, 0, 141]","[1, 2, 6, 12, 24, 48, 60]"
8536,3.10E-05,145,7,"[0, 2, 0, 1, 0, 0, 142]","[1, 2, 6, 12, 24, 48, 60]"
8579,3.10E-05,147,7,"[1, 2, 1, 0, 0, 1, 142]","[1, 2, 6, 12, 24, 48, 60]"
8622,3.10E-05,146,7,"[0, 0, 1, 1, 1, 0, 143]","[1, 2, 6, 12, 24, 48, 60]"
8665,3.00E-05,146,7,"[1, 0, 0, 0, 1, 0, 144]","[1, 2, 6, 12, 24, 48, 60]"
8708,3.22E-05,147,7,"[0, 1, 1, 0, 0, 0, 145]","[1, 2, 6, 12, 24, 48, 60]"
8751,3.10E-05,148,7,"[1, 1, 0, 0, 0, 1, 145]","[1, 2, 6, 12, 24, 48, 60]"
8794,3.10E-05,150,7,"[0, 2, 1, 0, 1, 0, 146]","[1, 2, 6, 12, 24, 48, 60]"
8837,3.19E-05,151,7,"[1, 2, 0, 1, 0, 0, 147]","[1, 2, 6, 12, 24, 48, 60]"
8880,3.91E-05,148,7,"[0, 0, 0, 0, 0, 0, 148]","[1, 2, 6, 12, 24, 48, 60]"
8923,3.10E-05,152,7,"[1, 0, 1, 1, 1, 0, 148]","[1, 2, 6, 12, 24, 48, 60]"
8966,4.39E-05,151,7,"[0, 1, 0, 0, 1, 0, 149]","[1, 2, 6, 12, 24, 48, 60]"
9009,4.70E-05,153,7,"[1, 1, 1, 0, 0, 0, 150]","[1, 2, 6, 12, 24, 48, 60]"
9052,3.10E-05,153,7,"[0, 2, 0, 0, 0, 1, 150]","[1, 2, 6, 12, 24, 48, 60]"
9095,3.10E-05,156,7,"[1, 2, 1, 0, 1, 0, 151]","[1, 2, 6, 12, 24, 48, 60]"
9138,3.10E-05,154,7,"[0, 0, 1, 1, 0, 0, 152]","[1, 2, 6, 12, 24, 48, 60]"
9181,3.22E-05,154,7,"[1, 0, 0, 0, 0, 0, 153]","[1, 2, 6, 12, 24, 48, 60]"
9224,3.22E-05,157,7,"[0, 1, 1, 1, 1, 0, 153]","[1, 2, 6, 12, 24, 48, 60]"
9267,4.79E-05,157,7,"[1, 1, 0, 0, 1, 0, 154]","[1, 2, 6, 12, 24, 48, 60]"
9310,3.39E-05,158,7,"[0, 2, 1, 0, 0, 0, 155]","[1, 2, 6, 12, 24, 48, 60]"
9353,3.19E-05,159,7,"[1, 2, 0, 0, 0, 1, 155]","[1, 2, 6, 12, 24, 48, 60]"
9396,3.22E-05,158,7,"[0, 0, 0, 1, 1, 0, 156]","[1, 2, 6, 12, 24, 48, 60]"
9439,4.70E-05,160,7,"[1, 0, 1, 1, 0, 0, 157]","[1, 2, 6, 12, 24, 48, 60]"
9482,3.19E-05,159,7,"[0, 1, 0, 0, 0, 0, 158]","[1, 2, 6, 12, 24, 48, 60]"
9525,3.29E-05,163,7,"[1, 1, 1, 1, 1, 0, 158]","[1, 2, 6, 12, 24, 48, 60]"
9568,3.29E-05,162,7,"[0, 2, 0, 0, 1, 0, 159]","[1, 2, 6, 12, 24, 48, 60]"
9611,3.89E-05,164,7,"[1, 2, 1, 0, 0, 0, 160]","[1, 2, 6, 12, 24, 48, 60]"
9654,5.20E-05,162,7,"[0, 0, 1, 0, 0, 1, 160]","[1, 2, 6, 12, 24, 48, 60]"
9697,3.70E-05,164,7,"[1, 0, 0, 1, 1, 0, 161]","[1, 2, 6, 12, 24, 48, 60]"
9740,3.79E-05,165,7,"[0, 1, 1, 1, 0, 0, 162]","[1, 2, 6, 12, 24, 48, 60]"
9783,5.32E-05,165,7,"[1, 1, 0, 0, 0, 0, 163]","[1, 2, 6, 12, 24, 48, 60]"
9826,3.91E-05,168,7,"[0, 2, 1, 1, 1, 0, 163]","[1, 2, 6, 12, 24, 48, 60]"
9869,3.89E-05,168,7,"[1, 2, 0, 0, 1, 0, 164]","[1, 2, 6, 12, 24, 48, 60]"
9912,3.79E-05,166,7,"[0, 0, 0, 1, 0, 0, 165]","[1, 2, 6, 12, 24, 48, 60]"
9955,3.89E-05,168,7,"[1, 0, 1, 0, 0, 1, 165]","[1, 2, 6, 12, 24, 48, 60]"
9998,4.39E-05,169,7,"[0, 1, 0, 1, 1, 0, 166]","[1, 2, 6, 12, 24, 48, 60]"
10041,3.91E-05,171,7,"[1, 1, 1, 1, 0, 0, 167]","[1, 2, 6, 12, 24, 48, 60]"
10084,3.81E-05,170,7,"[0, 2, 0, 0, 0, 0, 168]","[1, 2, 6, 12, 24, 48, 60]"
10127,5.29E-05,174,7,"[1, 2, 1, 1, 1, 0, 168]","[1, 2, 6, 12, 24, 48, 60]"
10170,3.91E-05,171,7,"[0, 0, 1, 0, 1, 0, 169]","[1, 2, 6, 12, 24, 48, 60]"
10213,3.89E-05,172,7,"[1, 0, 0, 1, 0, 0, 170]","[1, 2, 6, 12, 24, 48, 60]"
10256,3.98E-05,173,7,"[0, 1, 1, 0, 0, 1, 170]","[1, 2, 6, 12, 24, 48, 60]"
10299,3.89E-05,175,7,"[1, 1, 0, 1, 1, 0, 171]","[1, 2, 6, 12, 24, 48, 60]"
10342,3.91E-05,176,7,"[0, 2, 1, 1, 0, 0, 172]","[1, 2, 6, 12, 24, 48, 60]"
10385,4.01E-05,176,7,"[1, 2, 0, 0, 0, 0, 173]","[1, 2, 6, 12, 24, 48, 60]"
10428,3.91E-05,174,7,"[0, 0, 0, 0, 0, 1, 173]","[1, 2, 6, 12, 24, 48, 60]"
10471,4.48E-05,177,7,"[1, 0, 1, 0, 1, 0, 174]","[1, 2, 6, 12, 24, 48, 60]"
10514,3.70E-05,177,7,"[0, 1, 0, 1, 0, 0, 175]","[1, 2, 6, 12, 24, 48, 60]"
10557,3.60E-05,179,7,"[1, 1, 1, 0, 0, 1, 175]","[1, 2, 6, 12, 24, 48, 60]"
10600,3.50E-05,180,7,"[0, 2, 0, 1, 1, 0, 176]","[1, 2, 6, 12, 24, 48, 60]"
10643,3.70E-05,182,7,"[1, 2, 1, 1, 0, 0, 177]","[1, 2, 6, 12, 24, 48, 60]"
10686,4.10E-05,179,7,"[0, 0, 1, 0, 0, 0, 178]","[1, 2, 6, 12, 24, 48, 60]"
10729,3.60E-05,180,7,"[1, 0, 0, 0, 0, 1, 178]","[1, 2, 6, 12, 24, 48, 60]"
10772,3.89E-05,182,7,"[0, 1, 1, 0, 1, 0, 179]","[1, 2, 6, 12, 24, 48, 60]"
10815,4.20E-05,183,7,"[1, 1, 0, 1, 0, 0, 180]","[1, 2, 6, 12, 24, 48, 60]"
10858,5.32E-05,184,7,"[0, 2, 1, 0, 0, 1, 180]","[1, 2, 6, 12, 24, 48, 60]"
10901,3.70E-05,186,7,"[1, 2, 0, 1, 1, 0, 181]","[1, 2, 6, 12, 24, 48, 60]"
10944,5.51E-05,183,7,"[0, 0, 0, 0, 1, 0, 182]","[1, 2, 6, 12, 24, 48, 60]"
10987,3.91E-05,185,7,"[1, 0, 1, 0, 0, 0, 183]","[1, 2, 6, 12, 24, 48, 60]"
11030,3.60E-05,185,7,"[0, 1, 0, 0, 0, 1, 183]","[1, 2, 6, 12, 24, 48, 60]"
11073,3.60E-05,188,7,"[1, 1, 1, 0, 1, 0, 184]","[1, 2, 6, 12, 24, 48, 60]"
11116,3.79E-05,188,7,"[0, 2, 0, 1, 0, 0, 185]","[1, 2, 6, 12, 24, 48, 60]"
11159,5.60E-05,190,7,"[1, 2, 1, 0, 0, 1, 185]","[1, 2, 6, 12, 24, 48, 60]"
11202,3.70E-05,189,7,"[0, 0, 1, 1, 1, 0, 186]","[1, 2, 6, 12, 24, 48, 60]"
11245,5.70E-05,189,7,"[1, 0, 0, 0, 1, 0, 187]","[1, 2, 6, 12, 24, 48, 60]"
11288,3.89E-05,190,7,"[0, 1, 1, 0, 0, 0, 188]","[1, 2, 6, 12, 24, 48, 60]"
11331,3.70E-05,191,7,"[1, 1, 0, 0, 0, 1, 188]","[1, 2, 6, 12, 24, 48, 60]"
11374,3.70E-05,193,7,"[0, 2, 1, 0, 1, 0, 189]","[1, 2, 6, 12, 24, 48, 60]"
11417,4.60E-05,194,7,"[1, 2, 0, 1, 0, 0, 190]","[1, 2, 6, 12, 24, 48, 60]"
11460,5.51E-05,191,7,"[0, 0, 0, 0, 0, 0, 191]","[1, 2, 6, 12, 24, 48, 60]"
11503,4.58E-05,195,7,"[1, 0, 1, 1, 1, 0, 191]","[1, 2, 6, 12, 24, 48, 60]"
11546,3.79E-05,194,7,"[0, 1, 0, 0, 1, 0, 192]","[1, 2, 6, 12, 24, 48, 60]"
11589,5.60E-05,196,7,"[1, 1, 1, 0, 0, 0, 193]","[1, 2, 6, 12, 24, 48, 60]"
11632,5.79E-05,196,7,"[0, 2, 0, 0, 0, 1, 193]","[1, 2, 6, 12, 24, 48, 60]"
11675,4.10E-05,199,7,"[1, 2, 1, 0, 1, 0, 194]","[1, 2, 6, 12, 24, 48, 60]"
11718,3.89E-05,197,7,"[0, 0, 1, 1, 0, 0, 195]","[1, 2, 6, 12, 24, 48, 60]"
11761,3.98E-05,197,7,"[1, 0, 0, 0, 0, 0, 196]","[1, 2, 6, 12, 24, 48, 60]"
11804,5.70E-05,200,7,"[0, 1, 1, 1, 1, 0, 196]","[1, 2, 6, 12, 24, 48, 60]"
11847,3.91E-05,200,7,"[1, 1, 0, 0, 1, 0, 197]","[1, 2, 6, 12, 24, 48, 60]"
11890,5.70E-05,201,7,"[0, 2, 1, 0, 0, 0, 198]","[1, 2, 6, 12, 24, 48, 60]"
11933,4.10E-05,202,7,"[1, 2, 0, 0, 0, 1, 198]","[1, 2, 6, 12, 24, 48, 60]"
11976,5.70E-05,201,7,"[0, 0, 0, 1, 1, 0, 199]","[1, 2, 6, 12, 24, 48, 60]"
12019,4.29E-05,203,7,"[1, 0, 1, 1, 0, 0, 200]","[1, 2, 6, 12, 24, 48, 60]"
12062,5.70E-05,202,7,"[0, 1, 0, 0, 0, 0, 201]","[1, 2, 6, 12, 24, 48, 60]"
12105,9.49E-05,206,7,"[1, 1, 1, 1, 1, 0, 201]","[1, 2, 6, 12, 24, 48, 60]"
12148,5.79E-05,205,7,"[0, 2, 0, 0, 1, 0, 202]","[1, 2, 6, 12, 24, 48, 60]"
12191,4.01E-05,207,7,"[1, 2, 1, 0, 0, 0, 203]","[1, 2, 6, 12, 24, 48, 60]"
12234,4.01E-05,205,7,"[0, 0, 1, 0, 0, 1, 203]","[1, 2, 6, 12, 24, 48, 60]"
12277,5.29E-05,207,7,"[1, 0, 0, 1, 1, 0, 204]","[1, 2, 6, 12, 24, 48, 60]"
12320,4.39E-05,208,7,"[0, 1, 1, 1, 0, 0, 205]","[1, 2, 6, 12, 24, 48, 60]"
12363,4.01E-05,208,7,"[1, 1, 0, 0, 0, 0, 206]","[1, 2, 6, 12, 24, 48, 60]"
12406,4.10E-05,211,7,"[0, 2, 1, 1, 1, 0, 206]","[1, 2, 6, 12, 24, 48, 60]"
12449,4.89E-05,211,7,"[1, 2, 0, 0, 1, 0, 207]","[1, 2, 6, 12, 24, 48, 60]"
12492,4.29E-05,209,7,"[0, 0, 0, 1, 0, 0, 208]","[1, 2, 6, 12, 24, 48, 60]"
12535,4.20E-05,211,7,"[1, 0, 1, 0, 0, 1, 208]","[1, 2, 6, 12, 24, 48, 60]"
12578,4.41E-05,212,7,"[0, 1, 0, 1, 1, 0, 209]","[1, 2, 6, 12, 24, 48, 60]"
12621,4.98E-05,214,7,"[1, 1, 1, 1, 0, 0, 210]","[1, 2, 6, 12, 24, 48, 60]"
12664,4.89E-05,213,7,"[0, 2, 0, 0, 0, 0, 211]","[1, 2, 6, 12, 24, 48, 60]"
12707,6.58E-05,217,7,"[1, 2, 1, 1, 1, 0, 211]","[1, 2, 6, 12, 24, 48, 60]"
12750,4.10E-05,214,7,"[0, 0, 1, 0, 1, 0, 212]","[1, 2, 6, 12, 24, 48, 60]"
12793,4.29E-05,215,7,"[1, 0, 0, 1, 0, 0, 213]","[1, 2, 6, 12, 24, 48, 60]"
12836,4.32E-05,216,7,"[0, 1, 1, 0, 0, 1, 213]","[1, 2, 6, 12, 24, 48, 60]"
12879,4.39E-05,218,7,"[1, 1, 0, 1, 1, 0, 214]","[1, 2, 6, 12, 24, 48, 60]"
12922,6.20E-05,219,7,"[0, 2, 1, 1, 0, 0, 215]","[1, 2, 6, 12, 24, 48, 60]"
12965,4.32E-05,219,7,"[1, 2, 0, 0, 0, 0, 216]","[1, 2, 6, 12, 24, 48, 60]"
13008,4.10E-05,217,7,"[0, 0, 0, 0, 0, 1, 216]","[1, 2, 6, 12, 24, 48, 60]"
13051,4.39E-05,220,7,"[1, 0, 1, 0, 1, 0, 217]","[1, 2, 6, 12, 24, 48, 60]"
13094,4.32E-05,220,7,"[0, 1, 0, 1, 0, 0, 218]","[1, 2, 6, 12, 24, 48, 60]"
13137,5.20E-05,222,7,"[1, 1, 1, 0, 0, 1, 218]","[1, 2, 6, 12, 24, 48, 60]"
13180,4.29E-05,223,7,"[0, 2, 0, 1, 1, 0, 219]","[1, 2, 6, 12, 24, 48, 60]"
13223,6.29E-05,225,7,"[1, 2, 1, 1, 0, 0, 220]","[1, 2, 6, 12, 24, 48, 60]"
13266,4.29E-05,222,7,"[0, 0, 1, 0, 0, 0, 221]","[1, 2, 6, 12, 24, 48, 60]"
13309,5.41E-05,223,7,"[1, 0, 0, 0, 0, 1, 221]","[1, 2, 6, 12, 24, 48, 60]"
13352,4.41E-05,225,7,"[0, 1, 1, 0, 1, 0, 222]","[1, 2, 6, 12, 24, 48, 60]"
13395,4.51E-05,226,7,"[1, 1, 0, 1, 0, 0, 223]","[1, 2, 6, 12, 24, 48, 60]"
13438,6.29E-05,227,7,"[0, 2, 1, 0, 0, 1, 223]","[1, 2, 6, 12, 24, 48, 60]"
13481,4.41E-05,229,7,"[1, 2, 0, 1, 1, 0, 224]","[1, 2, 6, 12, 24, 48, 60]"
13524,4.41E-05,226,7,"[0, 0, 0, 0, 1, 0, 225]","[1, 2, 6, 12, 24, 48, 60]"
13567,6.39E-05,228,7,"[1, 0, 1, 0, 0, 0, 226]","[1, 2, 6, 12, 24, 48, 60]"
13610,4.32E-05,228,7,"[0, 1, 0, 0, 0, 1, 226]","[1, 2, 6, 12, 24, 48, 60]"
13653,4.51E-05,231,7,"[1, 1, 1, 0, 1, 0, 227]","[1, 2, 6, 12, 24, 48, 60]"
13696,4.51E-05,231,7,"[0, 2, 0, 1, 0, 0, 228]","[1, 2, 6, 12, 24, 48, 60]"
13739,4.51E-05,233,7,"[1, 2, 1, 0, 0, 1, 228]","[1, 2, 6, 12, 24, 48, 60]"
13782,4.48E-05,232,7,"[0, 0, 1, 1, 1, 0, 229]","[1, 2, 6, 12, 24, 48, 60]"
13825,4.51E-05,232,7,"[1, 0, 0, 0, 1, 0, 230]","[1, 2, 6, 12, 24, 48, 60]"
13868,4.39E-05,233,7,"[0, 1, 1, 0, 0, 0, 231]","[1, 2, 6, 12, 24, 48, 60]"
13911,5.29E-05,234,7,"[1, 1, 0, 0, 0, 1, 231]","[1, 2, 6, 12, 24, 48, 60]"
13954,4.79E-05,236,7,"[0, 2, 1, 0, 1, 0, 232]","[1, 2, 6, 12, 24, 48, 60]"
13997,4.70E-05,237,7,"[1, 2, 0, 1, 0, 0, 233]","[1, 2, 6, 12, 24, 48, 60]"
14040,5.70E-05,234,7,"[0, 0, 0, 0, 0, 0, 234]","[1, 2, 6, 12, 24, 48, 60]"
14083,4.89E-05,238,7,"[1, 0, 1, 1, 1, 0, 234]","[1, 2, 6, 12, 24, 48, 60]"
14126,6.70E-05,237,7,"[0, 1, 0, 0, 1, 0, 235]","[1, 2, 6, 12, 24, 48, 60]"
14169,6.99E-05,239,7,"[1, 1, 1, 0, 0, 0, 236]","[1, 2, 6, 12, 24, 48, 60]"
14212,5.48E-05,239,7,"[0, 2, 0, 0, 0, 1, 236]","[1, 2, 6, 12, 24, 48, 60]"
14255,5.48E-05,242,7,"[1, 2, 1, 0, 1, 0, 237]","[1, 2, 6, 12, 24, 48, 60]"
14298,5.10E-05,240,7,"[0, 0, 1, 1, 0, 0, 238]","[1, 2, 6, 12, 24, 48, 60]"
14341,5.20E-05,240,7,"[1, 0, 0, 0, 0, 0, 239]","[1, 2, 6, 12, 24, 48, 60]"
14384,5.20E-05,243,7,"[0, 1, 1, 1, 1, 0, 239]","[1, 2, 6, 12, 24, 48, 60]"
14427,8.51E-05,243,7,"[1, 1, 0, 0, 1, 0, 240]","[1, 2, 6, 12, 24, 48, 60]"
14470,6.01E-05,244,7,"[0, 2, 1, 0, 0, 0, 241]","[1, 2, 6, 12, 24, 48, 60]"
14513,5.29E-05,245,7,"[1, 2, 0, 0, 0, 1, 241]","[1, 2, 6, 12, 24, 48, 60]"
14556,5.10E-05,244,7,"[0, 0, 0, 1, 1, 0, 242]","[1, 2, 6, 12, 24, 48, 60]"
14599,5.20E-05,246,7,"[1, 0, 1, 1, 0, 0, 243]","[1, 2, 6, 12, 24, 48, 60]"
14642,5.32E-05,245,7,"[0, 1, 0, 0, 0, 0, 244]","[1, 2, 6, 12, 24, 48, 60]"
14685,5.39E-05,249,7,"[1, 1, 1, 1, 1, 0, 244]","[1, 2, 6, 12, 24, 48, 60]"
14728,5.41E-05,248,7,"[0, 2, 0, 0, 1, 0, 245]","[1, 2, 6, 12, 24, 48, 60]"
14771,5.29E-05,250,7,"[1, 2, 1, 0, 0, 0, 246]","[1, 2, 6, 12, 24, 48, 60]"
14814,5.29E-05,248,7,"[0, 0, 1, 0, 0, 1, 246]","[1, 2, 6, 12, 24, 48, 60]"
14857,5.32E-05,250,7,"[1, 0, 0, 1, 1, 0, 247]","[1, 2, 6, 12, 24, 48, 60]"
14900,5.29E-05,251,7,"[0, 1, 1, 1, 0, 0, 248]","[1, 2, 6, 12, 24, 48, 60]"
14943,5.32E-05,251,7,"[1, 1, 0, 0, 0, 0, 249]","[1, 2, 6, 12, 24, 48, 60]"
14986,6.20E-05,254,7,"[0, 2, 1, 1, 1, 0, 249]","[1, 2, 6, 12, 24, 48, 60]"
15029,7.49E-05,254,7,"[1, 2, 0, 0, 1, 0, 250]","[1, 2, 6, 12, 24, 48, 60]"
15072,4.98E-05,252,7,"[0, 0, 0, 1, 0, 0, 251]","[1, 2, 6, 12, 24, 48, 60]"
15115,5.01E-05,254,7,"[1, 0, 1, 0, 0, 1, 251]","[1, 2, 6, 12, 24, 48, 60]"
15158,5.01E-05,255,7,"[0, 1, 0, 1, 1, 0, 252]","[1, 2, 6, 12, 24, 48, 60]"
15201,0.00010705,257,7,"[1, 1, 1, 1, 0, 0, 253]","[1, 2, 6, 12, 24, 48, 60]"
15244,5.79E-05,256,7,"[0, 2, 0, 0, 0, 0, 254]","[1, 2, 6, 12, 24, 48, 60]"
15287,7.49E-05,260,7,"[1, 2, 1, 1, 1, 0, 254]","[1, 2, 6, 12, 24, 48, 60]"
15330,4.89E-05,257,7,"[0, 0, 1, 0, 1, 0, 255]","[1, 2, 6, 12, 24, 48, 60]"
15373,4.98E-05,258,7,"[1, 0, 0, 1, 0, 0, 256]","[1, 2, 6, 12, 24, 48, 60]"
15416,6.01E-05,259,7,"[0, 1, 1, 0, 0, 1, 256]","[1, 2, 6, 12, 24, 48, 60]"
15459,5.41E-05,261,7,"[1, 1, 0, 1, 1, 0, 257]","[1, 2, 6, 12, 24, 48, 60]"
15502,5.10E-05,262,7,"[0, 2, 1, 1, 0, 0, 258]","[1, 2, 6, 12, 24, 48, 60]"
15545,5.01E-05,262,7,"[1, 2, 0, 0, 0, 0, 259]","[1, 2, 6, 12, 24, 48, 60]"
15588,4.98E-05,260,7,"[0, 0, 0, 0, 0, 1, 259]","[1, 2, 6, 12, 24, 48, 60]"
15631,5.51E-05,263,7,"[1, 0, 1, 0, 1, 0, 260]","[1, 2, 6, 12, 24, 48, 60]"
15674,5.20E-05,263,7,"[0, 1, 0, 1, 0, 0, 261]","[1, 2, 6, 12, 24, 48, 60]"
15717,5.10E-05,265,7,"[1, 1, 1, 0, 0, 1, 261]","[1, 2, 6, 12, 24, 48, 60]"
15760,5.48E-05,266,7,"[0, 2, 0, 1, 1, 0, 262]","[1, 2, 6, 12, 24, 48, 60]"
15803,7.32E-05,268,7,"[1, 2, 1, 1, 0, 0, 263]","[1, 2, 6, 12, 24, 48, 60]"
15846,4.98E-05,265,7,"[0, 0, 1, 0, 0, 0, 264]","[1, 2, 6, 12, 24, 48, 60]"
15889,7.61E-05,266,7,"[1, 0, 0, 0, 0, 1, 264]","[1, 2, 6, 12, 24, 48, 60]"
15932,7.51E-05,268,7,"[0, 1, 1, 0, 1, 0, 265]","[1, 2, 6, 12, 24, 48, 60]"
15975,7.51E-05,269,7,"[1, 1, 0, 1, 0, 0, 266]","[1, 2, 6, 12, 24, 48, 60]"
16018,5.20E-05,270,7,"[0, 2, 1, 0, 0, 1, 266]","[1, 2, 6, 12, 24, 48, 60]"
16061,7.61E-05,272,7,"[1, 2, 0, 1, 1, 0, 267]","[1, 2, 6, 12, 24, 48, 60]"
16104,5.29E-05,269,7,"[0, 0, 0, 0, 1, 0, 268]","[1, 2, 6, 12, 24, 48, 60]"
16147,7.49E-05,271,7,"[1, 0, 1, 0, 0, 0, 269]","[1, 2, 6, 12, 24, 48, 60]"
16190,6.20E-05,271,7,"[0, 1, 0, 0, 0, 1, 269]","[1, 2, 6, 12, 24, 48, 60]"
16233,7.89E-05,274,7,"[1, 1, 1, 0, 1, 0, 270]","[1, 2, 6, 12, 24, 48, 60]"
16276,5.29E-05,274,7,"[0, 2, 0, 1, 0, 0, 271]","[1, 2, 6, 12, 24, 48, 60]"
16319,5.60E-05,276,7,"[1, 2, 1, 0, 0, 1, 271]","[1, 2, 6, 12, 24, 48, 60]"
16362,5.29E-05,275,7,"[0, 0, 1, 1, 1, 0, 272]","[1, 2, 6, 12, 24, 48, 60]"
16405,7.61E-05,275,7,"[1, 0, 0, 0, 1, 0, 273]","[1, 2, 6, 12, 24, 48, 60]"
16448,7.58E-05,276,7,"[0, 1, 1, 0, 0, 0, 274]","[1, 2, 6, 12, 24, 48, 60]"
16491,8.20E-05,277,7,"[1, 1, 0, 0, 0, 1, 274]","[1, 2, 6, 12, 24, 48, 60]"
16534,7.99E-05,279,7,"[0, 2, 1, 0, 1, 0, 275]","[1, 2, 6, 12, 24, 48, 60]"
16577,5.29E-05,280,7,"[1, 2, 0, 1, 0, 0, 276]","[1, 2, 6, 12, 24, 48, 60]"
16620,5.29E-05,277,7,"[0, 0, 0, 0, 0, 0, 277]","[1, 2, 6, 12, 24, 48, 60]"
16663,5.48E-05,281,7,"[1, 0, 1, 1, 1, 0, 277]","[1, 2, 6, 12, 24, 48, 60]"
16706,5.51E-05,280,7,"[0, 1, 0, 0, 1, 0, 278]","[1, 2, 6, 12, 24, 48, 60]"
16749,6.29E-05,282,7,"[1, 1, 1, 0, 0, 0, 279]","[1, 2, 6, 12, 24, 48, 60]"
16792,5.32E-05,282,7,"[0, 2, 0, 0, 0, 1, 279]","[1, 2, 6, 12, 24, 48, 60]"
16835,5.48E-05,285,7,"[1, 2, 1, 0, 1, 0, 280]","[1, 2, 6, 12, 24, 48, 60]"
16878,5.70E-05,283,7,"[0, 0, 1, 1, 0, 0, 281]","[1, 2, 6, 12, 24, 48, 60]"
16921,5.41E-05,283,7,"[1, 0, 0, 0, 0, 0, 282]","[1, 2, 6, 12, 24, 48, 60]"
16964,5.79E-05,286,7,"[0, 1, 1, 1, 1, 0, 282]","[1, 2, 6, 12, 24, 48, 60]"
17007,7.70E-05,286,7,"[1, 1, 0, 0, 1, 0, 283]","[1, 2, 6, 12, 24, 48, 60]"
17050,5.91E-05,287,7,"[0, 2, 1, 0, 0, 0, 284]","[1, 2, 6, 12, 24, 48, 60]"
17093,5.39E-05,288,7,"[1, 2, 0, 0, 0, 1, 284]","[1, 2, 6, 12, 24, 48, 60]"
17136,5.70E-05,287,7,"[0, 0, 0, 1, 1, 0, 285]","[1, 2, 6, 12, 24, 48, 60]"
17179,5.70E-05,289,7,"[1, 0, 1, 1, 0, 0, 286]","[1, 2, 6, 12, 24, 48, 60]"
17222,5.70E-05,288,7,"[0, 1, 0, 0, 0, 0, 287]","[1, 2, 6, 12, 24, 48, 60]"
17265,8.30E-05,292,7,"[1, 1, 1, 1, 1, 0, 287]","[1, 2, 6, 12, 24, 48, 60]"
17308,6.60E-05,291,7,"[0, 2, 0, 0, 1, 0, 288]","[1, 2, 6, 12, 24, 48, 60]"
17351,5.51E-05,293,7,"[1, 2, 1, 0, 0, 0, 289]","[1, 2, 6, 12, 24, 48, 60]"
17394,5.48E-05,291,7,"[0, 0, 1, 0, 0, 1, 289]","[1, 2, 6, 12, 24, 48, 60]"
17437,8.08E-05,293,7,"[1, 0, 0, 1, 1, 0, 290]","[1, 2, 6, 12, 24, 48, 60]"
17480,5.70E-05,294,7,"[0, 1, 1, 1, 0, 0, 291]","[1, 2, 6, 12, 24, 48, 60]"
17523,6.01E-05,294,7,"[1, 1, 0, 0, 0, 0, 292]","[1, 2, 6, 12, 24, 48, 60]"
17566,6.01E-05,297,7,"[0, 2, 1, 1, 1, 0, 292]","[1, 2, 6, 12, 24, 48, 60]"
17609,5.79E-05,297,7,"[1, 2, 0, 0, 1, 0, 293]","[1, 2, 6, 12, 24, 48, 60]"
17652,5.60E-05,295,7,"[0, 0, 0, 1, 0, 0, 294]","[1, 2, 6, 12, 24, 48, 60]"
