change_value,num_coins,runtime,coins,denominations
4279,144,0.01989603042602539,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 142]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4322,73,0.013659000396728516,"[0, 1, 0, 0, 0, 0, 72]","[1, 2, 6, 12, 24, 48, 60]"
4322,35,0.008188009262084961,"[0, 0, 1, 7, 27]","[1, 6, 13, 37, 150]"
4322,145,0.02104496955871582,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4365,76,0.011043071746826172,"[1, 1, 1, 0, 0, 2, 71]","[1, 2, 6, 12, 24, 48, 60]"
4365,32,0.010435104370117188,"[2, 0, 1, 0, 29]","[1, 6, 13, 37, 150]"
4365,147,0.019955158233642578,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 145]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4408,76,0.010149002075195312,"[0, 2, 0, 0, 1, 0, 73]","[1, 2, 6, 12, 24, 48, 60]"
4408,34,0.007966995239257812,"[2, 1, 1, 1, 29]","[1, 6, 13, 37, 150]"
4408,147,0.02278590202331543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 146]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4451,78,0.010308980941772461,"[1, 2, 1, 0, 0, 0, 74]","[1, 2, 6, 12, 24, 48, 60]"
4451,34,0.008121967315673828,"[1, 0, 2, 2, 29]","[1, 6, 13, 37, 150]"
4451,150,0.021867036819458008,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4494,76,0.01038980484008789,"[0, 0, 1, 0, 0, 1, 74]","[1, 2, 6, 12, 24, 48, 60]"
4494,36,0.008121013641357422,"[1, 1, 2, 3, 29]","[1, 6, 13, 37, 150]"
4494,150,0.02465200424194336,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 149]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4537,77,0.010755062103271484,"[1, 0, 0, 0, 0, 2, 74]","[1, 2, 6, 12, 24, 48, 60]"
4537,31,0.008117914199829102,"[0, 0, 0, 1, 30]","[1, 6, 13, 37, 150]"
4537,153,0.023558855056762695,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4580,79,0.010480880737304688,"[0, 1, 1, 1, 0, 0, 76]","[1, 2, 6, 12, 24, 48, 60]"
4580,33,0.008327960968017578,"[0, 1, 0, 2, 30]","[1, 6, 13, 37, 150]"
4580,153,0.023514986038208008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 152]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4623,79,0.012057065963745117,"[1, 1, 0, 0, 0, 0, 77]","[1, 2, 6, 12, 24, 48, 60]"
4623,35,0.010563135147094727,"[0, 2, 0, 3, 30]","[1, 6, 13, 37, 150]"
4623,156,0.021274089813232422,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4666,81,0.013738870620727539,"[0, 2, 1, 0, 0, 2, 76]","[1, 2, 6, 12, 24, 48, 60]"
4666,35,0.008785009384155273,"[3, 0, 1, 0, 31]","[1, 6, 13, 37, 150]"
4666,156,0.020364046096801758,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 155]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4709,82,0.014508962631225586,"[1, 2, 0, 0, 1, 0, 78]","[1, 2, 6, 12, 24, 48, 60]"
4709,37,0.009279012680053711,"[3, 1, 1, 1, 31]","[1, 6, 13, 37, 150]"
4709,158,0.02282094955444336,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 156]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4752,80,0.012937068939208984,"[0, 0, 0, 1, 0, 0, 79]","[1, 2, 6, 12, 24, 48, 60]"
4752,37,0.012573957443237305,"[2, 0, 2, 2, 31]","[1, 6, 13, 37, 150]"
4752,159,0.021752119064331055,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 158]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4795,82,0.011243820190429688,"[1, 0, 1, 0, 0, 1, 79]","[1, 2, 6, 12, 24, 48, 60]"
4795,39,0.008955001831054688,"[2, 1, 2, 3, 31]","[1, 6, 13, 37, 150]"
4795,161,0.020967960357666016,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 159]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4838,82,0.011266946792602539,"[0, 1, 0, 0, 0, 2, 79]","[1, 2, 6, 12, 24, 48, 60]"
4838,34,0.00893402099609375,"[1, 0, 0, 1, 32]","[1, 6, 13, 37, 150]"
4838,162,0.021492958068847656,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4881,85,0.011297941207885742,"[1, 1, 1, 1, 0, 0, 81]","[1, 2, 6, 12, 24, 48, 60]"
4881,36,0.009016990661621094,"[1, 1, 0, 2, 32]","[1, 6, 13, 37, 150]"
4881,164,0.021424055099487305,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 162]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4924,84,0.011626005172729492,"[0, 2, 0, 0, 0, 0, 82]","[1, 2, 6, 12, 24, 48, 60]"
4924,36,0.00987100601196289,"[0, 0, 1, 3, 32]","[1, 6, 13, 37, 150]"
4924,165,0.024885892868041992,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
4967,87,0.011466026306152344,"[1, 2, 1, 0, 0, 2, 81]","[1, 2, 6, 12, 24, 48, 60]"
4967,38,0.008842945098876953,"[4, 0, 1, 0, 33]","[1, 6, 13, 37, 150]"
4967,167,0.025358915328979492,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 165]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5010,85,0.015024900436401367,"[0, 0, 1, 0, 1, 0, 83]","[1, 2, 6, 12, 24, 48, 60]"
5010,40,0.009649991989135742,"[4, 1, 1, 1, 33]","[1, 6, 13, 37, 150]"
5010,167,0.026707172393798828,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5053,86,0.011469125747680664,"[1, 0, 0, 1, 0, 0, 84]","[1, 2, 6, 12, 24, 48, 60]"
5053,40,0.011166095733642578,"[3, 0, 2, 2, 33]","[1, 6, 13, 37, 150]"
5053,170,0.025003910064697266,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 168]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5096,87,0.01146697998046875,"[0, 1, 1, 0, 0, 1, 84]","[1, 2, 6, 12, 24, 48, 60]"
5096,40,0.00966501235961914,"[0, 0, 0, 8, 32]","[1, 6, 13, 37, 150]"
5096,170,0.023298978805541992,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 169]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5139,88,0.014370918273925781,"[1, 1, 0, 0, 0, 2, 84]","[1, 2, 6, 12, 24, 48, 60]"
5139,37,0.009468793869018555,"[2, 0, 0, 1, 34]","[1, 6, 13, 37, 150]"
5139,173,0.026185035705566406,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5182,90,0.016475200653076172,"[0, 2, 1, 1, 0, 0, 86]","[1, 2, 6, 12, 24, 48, 60]"
5182,39,0.01258087158203125,"[2, 1, 0, 2, 34]","[1, 6, 13, 37, 150]"
5182,173,0.023630857467651367,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 172]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5225,90,0.014457941055297852,"[1, 2, 0, 0, 0, 0, 87]","[1, 2, 6, 12, 24, 48, 60]"
5225,39,0.009438037872314453,"[1, 0, 1, 3, 34]","[1, 6, 13, 37, 150]"
5225,176,0.026972055435180664,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5268,88,0.01732802391052246,"[0, 0, 0, 0, 0, 1, 87]","[1, 2, 6, 12, 24, 48, 60]"
5268,38,0.010180950164794922,"[0, 3, 0, 0, 35]","[1, 6, 13, 37, 150]"
5268,176,0.02588200569152832,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 175]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5311,91,0.012794971466064453,"[1, 0, 1, 0, 1, 0, 88]","[1, 2, 6, 12, 24, 48, 60]"
5311,40,0.009365081787109375,"[0, 4, 0, 1, 35]","[1, 6, 13, 37, 150]"
5311,178,0.02301502227783203,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5354,91,0.012046098709106445,"[0, 1, 0, 1, 0, 0, 89]","[1, 2, 6, 12, 24, 48, 60]"
5354,42,0.009750127792358398,"[0, 5, 0, 2, 35]","[1, 6, 13, 37, 150]"
5354,179,0.028896093368530273,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 178]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5397,93,0.012553930282592773,"[1, 1, 1, 0, 0, 1, 89]","[1, 2, 6, 12, 24, 48, 60]"
5397,43,0.009793996810913086,"[1, 0, 0, 8, 34]","[1, 6, 13, 37, 150]"
5397,181,0.02325582504272461,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 179]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5440,93,0.012219905853271484,"[0, 2, 0, 0, 0, 2, 89]","[1, 2, 6, 12, 24, 48, 60]"
5440,40,0.013206005096435547,"[3, 0, 0, 1, 36]","[1, 6, 13, 37, 150]"
5440,182,0.024183988571166992,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5483,96,0.01252603530883789,"[1, 2, 1, 1, 0, 0, 91]","[1, 2, 6, 12, 24, 48, 60]"
5483,42,0.01253509521484375,"[3, 1, 0, 2, 36]","[1, 6, 13, 37, 150]"
5483,184,0.024821996688842773,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 182]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5526,93,0.016232967376708984,"[0, 0, 1, 0, 0, 0, 92]","[1, 2, 6, 12, 24, 48, 60]"
5526,42,0.01040506362915039,"[2, 0, 1, 3, 36]","[1, 6, 13, 37, 150]"
5526,185,0.024786949157714844,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5569,94,0.013398885726928711,"[1, 0, 0, 0, 0, 1, 92]","[1, 2, 6, 12, 24, 48, 60]"
5569,39,0.012917041778564453,"[0, 1, 1, 0, 37]","[1, 6, 13, 37, 150]"
5569,187,0.025964975357055664,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 185]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5612,96,0.012507915496826172,"[0, 1, 1, 0, 1, 0, 93]","[1, 2, 6, 12, 24, 48, 60]"
5612,41,0.011905908584594727,"[0, 2, 1, 1, 37]","[1, 6, 13, 37, 150]"
5612,188,0.027734994888305664,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5655,97,0.012932062149047852,"[1, 1, 0, 1, 0, 0, 94]","[1, 2, 6, 12, 24, 48, 60]"
5655,43,0.010037899017333984,"[0, 3, 1, 2, 37]","[1, 6, 13, 37, 150]"
5655,190,0.024714946746826172,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 188]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5698,98,0.012971878051757812,"[0, 2, 1, 0, 0, 1, 94]","[1, 2, 6, 12, 24, 48, 60]"
5698,41,0.013759851455688477,"[0, 0, 0, 4, 37]","[1, 6, 13, 37, 150]"
5698,190,0.02494215965270996,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 189]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5741,99,0.018427133560180664,"[1, 2, 0, 0, 0, 2, 94]","[1, 2, 6, 12, 24, 48, 60]"
5741,43,0.011533975601196289,"[4, 0, 0, 1, 38]","[1, 6, 13, 37, 150]"
5741,193,0.024586915969848633,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5784,97,0.013187885284423828,"[0, 0, 0, 0, 1, 0, 96]","[1, 2, 6, 12, 24, 48, 60]"
5784,45,0.010358095169067383,"[4, 1, 0, 2, 38]","[1, 6, 13, 37, 150]"
5784,193,0.028753995895385742,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 192]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5827,99,0.013223886489868164,"[1, 0, 1, 0, 0, 0, 97]","[1, 2, 6, 12, 24, 48, 60]"
5827,45,0.010574102401733398,"[3, 0, 1, 3, 38]","[1, 6, 13, 37, 150]"
5827,196,0.0263369083404541,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5870,99,0.013396024703979492,"[0, 1, 0, 0, 0, 1, 97]","[1, 2, 6, 12, 24, 48, 60]"
5870,42,0.011595964431762695,"[1, 1, 1, 0, 39]","[1, 6, 13, 37, 150]"
5870,196,0.028226137161254883,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 195]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5913,102,0.018229961395263672,"[1, 1, 1, 0, 1, 0, 98]","[1, 2, 6, 12, 24, 48, 60]"
5913,42,0.013412952423095703,"[0, 0, 2, 1, 39]","[1, 6, 13, 37, 150]"
5913,199,0.029732942581176758,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5956,102,0.013571023941040039,"[0, 2, 0, 1, 0, 0, 99]","[1, 2, 6, 12, 24, 48, 60]"
5956,44,0.01191401481628418,"[0, 1, 2, 2, 39]","[1, 6, 13, 37, 150]"
5956,199,0.029031991958618164,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 198]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
5999,104,0.017444849014282227,"[1, 2, 1, 0, 0, 1, 99]","[1, 2, 6, 12, 24, 48, 60]"
5999,44,0.013377904891967773,"[1, 0, 0, 4, 39]","[1, 6, 13, 37, 150]"
5999,201,0.029210805892944336,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 199]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6042,102,0.014993906021118164,"[0, 0, 1, 0, 0, 2, 99]","[1, 2, 6, 12, 24, 48, 60]"
6042,46,0.013962984085083008,"[5, 0, 0, 1, 40]","[1, 6, 13, 37, 150]"
6042,202,0.030054092407226562,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 201]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6085,103,0.01936197280883789,"[1, 0, 0, 0, 1, 0, 101]","[1, 2, 6, 12, 24, 48, 60]"
6085,46,0.012869119644165039,"[0, 0, 1, 6, 39]","[1, 6, 13, 37, 150]"
6085,204,0.030011892318725586,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 202]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6128,104,0.013972997665405273,"[0, 1, 1, 0, 0, 0, 102]","[1, 2, 6, 12, 24, 48, 60]"
6128,48,0.012926101684570312,"[4, 0, 1, 3, 40]","[1, 6, 13, 37, 150]"
6128,205,0.03212594985961914,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6171,105,0.017705917358398438,"[1, 1, 0, 0, 0, 1, 102]","[1, 2, 6, 12, 24, 48, 60]"
6171,45,0.01137399673461914,"[2, 1, 1, 0, 41]","[1, 6, 13, 37, 150]"
6171,207,0.027224063873291016,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 205]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6214,107,0.015617132186889648,"[0, 2, 1, 0, 1, 0, 103]","[1, 2, 6, 12, 24, 48, 60]"
6214,45,0.013978958129882812,"[1, 0, 2, 1, 41]","[1, 6, 13, 37, 150]"
6214,208,0.02845001220703125,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6257,108,0.014851093292236328,"[1, 2, 0, 1, 0, 0, 104]","[1, 2, 6, 12, 24, 48, 60]"
6257,47,0.01435089111328125,"[1, 1, 2, 2, 41]","[1, 6, 13, 37, 150]"
6257,210,0.02731800079345703,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 208]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6300,105,0.015928983688354492,"[0, 0, 0, 0, 0, 0, 105]","[1, 2, 6, 12, 24, 48, 60]"
6300,42,0.0160219669342041,"[0, 0, 0, 0, 42]","[1, 6, 13, 37, 150]"
6300,210,0.032952070236206055,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6343,108,0.01441502571105957,"[1, 0, 1, 0, 0, 2, 104]","[1, 2, 6, 12, 24, 48, 60]"
6343,44,0.011483907699584961,"[0, 1, 0, 1, 42]","[1, 6, 13, 37, 150]"
6343,213,0.0308840274810791,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 211]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6386,108,0.014386892318725586,"[0, 1, 0, 0, 1, 0, 106]","[1, 2, 6, 12, 24, 48, 60]"
6386,46,0.01491403579711914,"[0, 2, 0, 2, 42]","[1, 6, 13, 37, 150]"
6386,213,0.029661893844604492,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 212]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6429,110,0.01760721206665039,"[1, 1, 1, 0, 0, 0, 107]","[1, 2, 6, 12, 24, 48, 60]"
6429,48,0.012569904327392578,"[0, 3, 0, 3, 42]","[1, 6, 13, 37, 150]"
6429,216,0.03193497657775879,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6472,110,0.01743006706237793,"[0, 2, 0, 0, 0, 1, 107]","[1, 2, 6, 12, 24, 48, 60]"
6472,48,0.011444091796875,"[3, 1, 1, 0, 43]","[1, 6, 13, 37, 150]"
6472,216,0.02793407440185547,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 215]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6515,113,0.014828205108642578,"[1, 2, 1, 0, 1, 0, 108]","[1, 2, 6, 12, 24, 48, 60]"
6515,48,0.01176905632019043,"[2, 0, 2, 1, 43]","[1, 6, 13, 37, 150]"
6515,219,0.028053998947143555,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6558,111,0.014795064926147461,"[0, 0, 1, 1, 0, 0, 109]","[1, 2, 6, 12, 24, 48, 60]"
6558,50,0.013461828231811523,"[2, 1, 2, 2, 43]","[1, 6, 13, 37, 150]"
6558,219,0.03469204902648926,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 218]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6601,111,0.015314102172851562,"[1, 0, 0, 0, 0, 0, 110]","[1, 2, 6, 12, 24, 48, 60]"
6601,45,0.011940956115722656,"[1, 0, 0, 0, 44]","[1, 6, 13, 37, 150]"
6601,221,0.028570890426635742,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6644,113,0.014822006225585938,"[0, 1, 1, 0, 0, 2, 109]","[1, 2, 6, 12, 24, 48, 60]"
6644,47,0.012207984924316406,"[1, 1, 0, 1, 44]","[1, 6, 13, 37, 150]"
6644,222,0.029150009155273438,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 221]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6687,114,0.015310049057006836,"[1, 1, 0, 0, 1, 0, 111]","[1, 2, 6, 12, 24, 48, 60]"
6687,47,0.01211404800415039,"[0, 0, 1, 2, 44]","[1, 6, 13, 37, 150]"
6687,224,0.03573918342590332,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 222]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6730,115,0.015936851501464844,"[0, 2, 1, 0, 0, 0, 112]","[1, 2, 6, 12, 24, 48, 60]"
6730,49,0.011950016021728516,"[0, 1, 1, 3, 44]","[1, 6, 13, 37, 150]"
6730,225,0.029359102249145508,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6773,116,0.015462875366210938,"[1, 2, 0, 0, 0, 1, 112]","[1, 2, 6, 12, 24, 48, 60]"
6773,51,0.01222991943359375,"[4, 1, 1, 0, 45]","[1, 6, 13, 37, 150]"
6773,227,0.03177690505981445,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 225]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6816,114,0.0166318416595459,"[0, 0, 0, 0, 0, 2, 112]","[1, 2, 6, 12, 24, 48, 60]"
6816,51,0.012385129928588867,"[3, 0, 2, 1, 45]","[1, 6, 13, 37, 150]"
6816,228,0.02941298484802246,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6859,117,0.016771793365478516,"[1, 0, 1, 1, 0, 0, 114]","[1, 2, 6, 12, 24, 48, 60]"
6859,51,0.014311075210571289,"[0, 0, 0, 7, 44]","[1, 6, 13, 37, 150]"
6859,230,0.032273054122924805,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 228]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6902,116,0.01707291603088379,"[0, 1, 0, 0, 0, 0, 115]","[1, 2, 6, 12, 24, 48, 60]"
6902,48,0.016434907913208008,"[2, 0, 0, 0, 46]","[1, 6, 13, 37, 150]"
6902,231,0.0323488712310791,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 230]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6945,119,0.015800952911376953,"[1, 1, 1, 0, 0, 2, 114]","[1, 2, 6, 12, 24, 48, 60]"
6945,50,0.01270914077758789,"[2, 1, 0, 1, 46]","[1, 6, 13, 37, 150]"
6945,233,0.03094482421875,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 231]","[1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
6988,119,0.01576709747314453,"[0, 2, 0, 0, 1, 0, 116]","[1, 2, 6, 12, 24, 48, 60]"
